age,workclass,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
51,private,9,married-civ-spouse,transport-moving,husband,white,male,0,0,50,united-states,0
47,private,9,married-civ-spouse,sales,husband,white,male,4386,0,45,united-states,1
37,private,13,never-married,prof-specialty,not-in-family,white,male,0,0,45,united-states,1
58,private,4,married-civ-spouse,transport-moving,husband,white,male,0,0,40,mexico,0
39,private,13,divorced,exec-managerial,unmarried,white,female,0,0,50,united-states,1
34,private,10,never-married,machine-op-inspct,not-in-family,white,male,0,0,40,england,1
45,private,9,separated,adm-clerical,unmarried,white,female,0,0,38,united-states,0
19,unknown,10,never-married,unknown,own-child,white,male,0,0,40,united-states,0
42,private,13,married-civ-spouse,prof-specialty,husband,white,male,99999,0,40,united-states,1
40,private,11,divorced,tech-support,not-in-family,white,male,3325,0,40,united-states,0
39,self-emp-not-inc,15,married-civ-spouse,prof-specialty,husband,white,male,0,1977,50,united-states,1
36,private,14,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,1
56,private,9,divorced,adm-clerical,other-relative,amer-indian-eskimo,female,0,0,35,united-states,0
19,unknown,10,never-married,unknown,other-relative,white,female,0,0,15,united-states,0
37,private,10,married-civ-spouse,handlers-cleaners,husband,black,male,0,0,40,united-states,1
60,local-gov,9,married-civ-spouse,other-service,husband,white,male,0,0,40,united-states,0
56,private,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,1
51,private,4,married-civ-spouse,exec-managerial,husband,amer-indian-eskimo,male,3908,0,47,united-states,0
34,private,13,never-married,prof-specialty,not-in-family,white,female,0,0,36,united-states,0
23,unknown,10,never-married,unknown,own-child,white,female,0,0,10,united-states,0
19,private,9,never-married,farming-fishing,own-child,black,male,0,0,30,united-states,0
37,federal-gov,9,never-married,exec-managerial,unmarried,black,female,0,0,40,united-states,0
58,private,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,1
33,private,7,never-married,adm-clerical,not-in-family,white,female,0,0,35,united-states,0
39,private,13,never-married,exec-managerial,not-in-family,white,male,0,0,40,united-states,1
36,private,9,never-married,adm-clerical,not-in-family,white,female,4865,0,40,united-states,0
26,private,13,never-married,prof-specialty,not-in-family,asian-pac-islander,female,0,0,40,philippines,0
22,private,11,never-married,tech-support,own-child,white,female,0,0,36,united-states,0
32,private,14,never-married,adm-clerical,not-in-family,white,male,0,0,40,united-states,0
17,private,7,never-married,sales,unmarried,white,male,0,0,15,united-states,0
57,unknown,10,divorced,unknown,not-in-family,white,female,0,0,40,united-states,0
68,private,4,widowed,other-service,unmarried,amer-indian-eskimo,female,0,0,20,united-states,0
70,private,9,married-civ-spouse,sales,husband,white,male,3432,0,40,united-states,0
30,private,9,never-married,farming-fishing,own-child,white,male,0,0,40,united-states,0
19,state-gov,10,never-married,adm-clerical,other-relative,white,female,0,0,15,japan,0
51,private,9,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,0
19,private,10,never-married,adm-clerical,other-relative,white,male,0,0,30,nicaragua,0
47,private,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,0
41,private,13,married-civ-spouse,prof-specialty,husband,white,male,7688,0,55,united-states,1
36,private,10,married-civ-spouse,machine-op-inspct,husband,white,male,0,1887,40,united-states,1
30,private,10,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,1
26,private,9,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,45,united-states,0
41,local-gov,13,divorced,prof-specialty,not-in-family,white,male,0,0,20,united-states,0
25,private,10,married-civ-spouse,adm-clerical,husband,white,male,0,0,45,united-states,0
62,private,5,married-civ-spouse,other-service,husband,white,male,0,0,40,united-states,0
23,private,14,never-married,prof-specialty,not-in-family,white,male,0,0,40,united-states,0
26,unknown,13,never-married,unknown,unmarried,white,female,0,0,10,united-states,0
25,private,9,never-married,sales,own-child,amer-indian-eskimo,male,6849,0,40,united-states,0
30,private,13,never-married,sales,not-in-family,white,female,0,0,45,united-states,0
48,private,9,never-married,handlers-cleaners,not-in-family,white,male,0,0,40,united-states,0
20,private,9,never-married,other-service,other-relative,other,male,0,0,40,mexico,0
51,private,10,married-civ-spouse,exec-managerial,wife,white,female,0,0,15,united-states,1
19,private,10,never-married,handlers-cleaners,own-child,white,male,0,0,10,united-states,0
31,private,9,never-married,machine-op-inspct,not-in-family,white,male,0,0,40,united-states,0
36,private,13,married-civ-spouse,exec-managerial,husband,white,male,7298,0,50,united-states,1
21,unknown,10,never-married,unknown,own-child,white,female,0,0,40,united-states,0
40,private,9,never-married,sales,own-child,black,male,0,0,40,united-states,0
30,self-emp-not-inc,7,never-married,farming-fishing,own-child,black,male,0,0,40,united-states,0
28,self-emp-not-inc,10,never-married,craft-repair,not-in-family,white,male,0,1590,40,united-states,0
57,private,5,married-civ-spouse,craft-repair,husband,black,male,0,0,40,united-states,1
18,private,7,never-married,sales,own-child,white,male,0,0,15,united-states,0
54,private,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,1
32,private,9,married-civ-spouse,machine-op-inspct,husband,black,male,0,0,40,united-states,0
52,private,14,never-married,prof-specialty,not-in-family,white,male,0,0,40,united-states,0
27,private,9,separated,machine-op-inspct,unmarried,white,female,0,0,40,united-states,0
45,private,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,48,unknown,0
18,private,10,never-married,other-service,own-child,white,male,0,0,20,united-states,0
37,self-emp-not-inc,9,never-married,craft-repair,not-in-family,white,male,0,0,35,united-states,0
52,private,9,married-civ-spouse,machine-op-inspct,husband,black,male,0,0,40,united-states,1
59,private,5,never-married,other-service,not-in-family,black,male,0,0,50,united-states,0
27,private,11,never-married,machine-op-inspct,not-in-family,white,male,0,0,40,united-states,0
43,federal-gov,9,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,0
56,private,10,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,1
44,self-emp-not-inc,10,married-civ-spouse,farming-fishing,husband,white,male,0,0,72,united-states,0
37,private,11,never-married,craft-repair,not-in-family,white,male,0,0,45,united-states,0
28,private,11,divorced,exec-managerial,not-in-family,white,male,10520,0,50,united-states,1
48,self-emp-not-inc,9,separated,other-service,other-relative,white,female,0,0,25,united-states,0
58,self-emp-not-inc,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,50,united-states,0
29,private,9,married-civ-spouse,craft-repair,husband,white,male,0,0,45,united-states,0
37,private,12,married-civ-spouse,sales,husband,white,male,0,0,40,united-states,0
35,self-emp-inc,15,married-civ-spouse,prof-specialty,husband,white,male,0,0,50,united-states,1
36,private,11,divorced,craft-repair,not-in-family,white,male,0,0,38,united-states,0
52,private,9,married-civ-spouse,adm-clerical,husband,white,male,0,0,48,united-states,0
30,private,9,divorced,transport-moving,not-in-family,white,male,0,0,40,united-states,0
22,private,5,never-married,craft-repair,own-child,white,male,0,0,40,united-states,0
55,self-emp-not-inc,12,married-civ-spouse,sales,husband,white,male,0,0,60,united-states,0
61,private,9,married-civ-spouse,exec-managerial,wife,white,female,15024,0,38,united-states,1
33,private,9,divorced,handlers-cleaners,unmarried,white,male,0,0,30,united-states,0
46,private,10,married-civ-spouse,sales,husband,white,male,0,0,50,united-states,0
64,private,7,widowed,tech-support,unmarried,white,female,0,0,16,united-states,0
28,private,6,married-spouse-absent,craft-repair,unmarried,white,male,0,0,40,mexico,0
19,private,9,never-married,adm-clerical,not-in-family,white,female,0,0,42,united-states,0
36,private,9,separated,adm-clerical,not-in-family,white,male,0,0,40,columbia,0
43,self-emp-not-inc,13,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,1
39,self-emp-not-inc,16,divorced,adm-clerical,other-relative,other,male,0,0,40,unknown,0
56,private,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,42,united-states,1
24,local-gov,10,never-married,protective-serv,own-child,white,male,0,0,40,united-states,0
40,private,9,married-civ-spouse,sales,husband,white,male,0,0,60,united-states,0
45,self-emp-inc,12,married-civ-spouse,exec-managerial,husband,white,male,0,0,50,united-states,1
56,local-gov,14,widowed,prof-specialty,not-in-family,white,female,0,0,40,united-states,0
46,private,9,separated,craft-repair,unmarried,black,female,0,0,40,unknown,0
35,federal-gov,13,never-married,prof-specialty,own-child,white,female,0,0,40,united-states,0
36,self-emp-not-inc,15,married-civ-spouse,prof-specialty,husband,white,male,0,0,60,united-states,1
50,self-emp-not-inc,15,married-civ-spouse,prof-specialty,husband,white,male,0,0,50,united-states,1
61,private,4,widowed,other-service,not-in-family,black,female,0,0,21,united-states,0
31,private,11,never-married,transport-moving,own-child,white,male,0,1980,60,united-states,0
63,private,10,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,0
41,private,11,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,0
48,private,9,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,0
45,private,9,divorced,sales,not-in-family,white,female,0,0,35,united-states,0
24,private,9,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,0
34,private,10,divorced,prof-specialty,not-in-family,black,male,0,0,40,germany,1
27,private,13,never-married,sales,not-in-family,white,female,0,0,40,united-states,0
26,private,11,never-married,craft-repair,own-child,white,male,0,0,48,united-states,0
27,private,9,never-married,handlers-cleaners,own-child,white,male,0,0,40,united-states,0
55,private,11,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,0
38,private,9,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,1
31,private,9,married-civ-spouse,adm-clerical,wife,white,female,0,0,40,united-states,1
51,self-emp-not-inc,12,married-civ-spouse,sales,husband,white,male,0,0,40,united-states,1
56,private,8,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,1
39,private,12,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,0
50,private,10,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,1
34,local-gov,13,married-civ-spouse,prof-specialty,husband,white,male,0,2051,40,united-states,0
44,private,9,divorced,sales,not-in-family,white,male,3674,0,50,united-states,0
21,private,9,never-married,protective-serv,own-child,white,male,0,0,40,united-states,0
37,private,10,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,70,united-states,0
34,unknown,6,divorced,unknown,not-in-family,white,male,0,0,40,columbia,0
18,private,8,never-married,adm-clerical,not-in-family,white,female,0,0,30,united-states,0
34,unknown,9,married-civ-spouse,unknown,husband,white,male,2885,0,80,united-states,0
38,private,9,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,65,united-states,1
19,private,9,never-married,adm-clerical,own-child,white,male,0,0,12,united-states,0
46,private,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,0
19,private,10,never-married,sales,own-child,white,female,0,0,25,united-states,0
22,private,10,never-married,sales,own-child,white,female,0,0,20,mexico,0
38,private,9,married-civ-spouse,craft-repair,husband,white,male,0,0,50,united-states,0
33,private,14,divorced,exec-managerial,own-child,white,female,14084,0,50,united-states,1
83,self-emp-not-inc,9,widowed,exec-managerial,not-in-family,white,male,0,0,8,united-states,0
34,private,10,married-civ-spouse,tech-support,husband,white,male,0,0,40,united-states,1
38,private,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,0
33,private,10,widowed,adm-clerical,unmarried,white,female,0,0,40,united-states,0
27,private,9,married-civ-spouse,adm-clerical,wife,black,female,0,1887,40,united-states,1
38,private,9,married-civ-spouse,craft-repair,husband,white,male,0,0,60,united-states,0
25,private,10,never-married,other-service,not-in-family,white,male,0,0,25,united-states,0
38,private,9,married-civ-spouse,tech-support,husband,white,male,0,0,40,united-states,0
52,private,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,48,united-states,1
33,state-gov,14,never-married,prof-specialty,not-in-family,white,male,0,0,50,united-states,0
17,private,7,never-married,other-service,own-child,white,female,0,0,20,united-states,0
28,private,13,never-married,exec-managerial,not-in-family,white,female,6849,0,60,united-states,0
52,local-gov,9,divorced,adm-clerical,unmarried,black,female,0,0,40,united-states,0
34,private,9,separated,handlers-cleaners,not-in-family,white,male,2463,0,40,united-states,0
25,private,13,never-married,prof-specialty,own-child,white,female,0,0,15,united-states,0
17,private,5,never-married,other-service,own-child,black,male,0,0,26,united-states,0
22,private,9,never-married,other-service,own-child,black,male,0,0,80,united-states,0
22,private,9,never-married,handlers-cleaners,not-in-family,black,male,0,0,40,united-states,0
46,private,10,married-civ-spouse,sales,husband,white,male,0,1887,40,united-states,1
58,private,9,divorced,machine-op-inspct,not-in-family,black,female,0,0,40,united-states,0
39,private,10,divorced,sales,other-relative,white,female,0,0,35,united-states,0
59,local-gov,10,widowed,other-service,not-in-family,white,female,0,0,40,poland,0
61,private,9,married-civ-spouse,adm-clerical,husband,white,male,0,0,40,united-states,0
32,private,11,married-civ-spouse,craft-repair,husband,white,male,0,0,45,united-states,0
50,private,13,married-civ-spouse,exec-managerial,husband,asian-pac-islander,male,0,0,40,philippines,1
51,private,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,0
43,private,13,married-civ-spouse,other-service,wife,asian-pac-islander,female,0,0,45,unknown,0
20,private,10,never-married,craft-repair,own-child,white,male,0,0,40,united-states,0
38,local-gov,13,married-civ-spouse,exec-managerial,husband,black,male,0,0,40,united-states,0
44,federal-gov,11,married-civ-spouse,craft-repair,husband,black,male,0,0,40,united-states,1
28,private,11,never-married,sales,not-in-family,white,male,0,0,50,united-states,0
50,private,14,married-civ-spouse,prof-specialty,wife,white,female,0,0,40,united-states,0
53,private,16,divorced,prof-specialty,not-in-family,white,male,0,0,50,united-states,0
42,self-emp-not-inc,13,married-civ-spouse,sales,husband,white,male,0,0,45,united-states,0
47,private,14,married-civ-spouse,prof-specialty,husband,asian-pac-islander,male,0,0,45,india,0
39,private,9,married-civ-spouse,adm-clerical,wife,white,female,0,0,40,united-states,1
38,self-emp-not-inc,9,never-married,farming-fishing,not-in-family,white,male,0,0,60,united-states,0
34,state-gov,13,never-married,prof-specialty,own-child,white,male,0,0,50,united-states,0
40,private,10,married-civ-spouse,prof-specialty,wife,white,female,0,0,40,united-states,0
63,private,10,widowed,sales,not-in-family,white,female,0,0,20,united-states,0
53,private,10,married-civ-spouse,exec-managerial,wife,white,female,0,0,40,united-states,1
43,private,11,divorced,prof-specialty,not-in-family,white,male,0,0,48,united-states,0
28,private,10,never-married,exec-managerial,not-in-family,white,male,0,1669,60,united-states,0
68,private,9,widowed,exec-managerial,not-in-family,white,female,0,0,10,united-states,1
22,unknown,4,never-married,unknown,unmarried,white,female,0,0,40,mexico,0
46,state-gov,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,38,united-states,0
57,private,9,never-married,adm-clerical,other-relative,white,female,0,0,40,united-states,0
38,private,9,divorced,adm-clerical,not-in-family,white,female,0,0,35,united-states,0
66,private,14,married-civ-spouse,sales,husband,white,male,0,0,40,united-states,0
29,private,12,never-married,sales,own-child,white,female,0,0,40,united-states,0
54,private,13,married-civ-spouse,sales,husband,white,male,7688,0,50,united-states,1
38,private,9,never-married,prof-specialty,not-in-family,white,male,0,0,40,united-states,0
35,private,7,separated,priv-house-serv,unmarried,white,female,0,0,8,mexico,0
30,private,13,never-married,prof-specialty,own-child,white,female,0,0,37,united-states,0
39,private,9,never-married,adm-clerical,unmarried,black,female,0,0,40,united-states,0
31,private,14,never-married,prof-specialty,not-in-family,black,male,0,0,40,united-states,0
50,private,9,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,50,united-states,0
30,self-emp-not-inc,9,married-civ-spouse,craft-repair,husband,white,male,0,0,60,united-states,0
25,private,13,never-married,sales,own-child,white,female,0,0,40,united-states,0
24,private,13,never-married,priv-house-serv,not-in-family,white,female,0,0,40,france,0
59,local-gov,9,separated,protective-serv,other-relative,black,female,0,2339,40,united-states,0
45,private,13,married-civ-spouse,adm-clerical,husband,white,male,0,0,15,united-states,0
64,private,3,separated,other-service,other-relative,white,female,0,0,20,cuba,0
61,private,8,married-civ-spouse,other-service,wife,white,female,0,0,40,united-states,0
42,private,11,divorced,tech-support,unmarried,white,female,0,0,40,united-states,0
28,private,3,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,mexico,0
53,private,9,divorced,handlers-cleaners,not-in-family,white,male,0,0,40,united-states,0
33,self-emp-not-inc,7,divorced,handlers-cleaners,not-in-family,white,male,0,0,7,united-states,0
34,local-gov,14,married-civ-spouse,prof-specialty,husband,black,male,0,0,40,united-states,0
41,private,10,married-civ-spouse,other-service,husband,white,male,0,0,48,united-states,0
67,private,10,married-civ-spouse,handlers-cleaners,husband,white,male,9386,0,24,cuba,1
46,private,12,widowed,prof-specialty,unmarried,white,female,0,0,27,united-states,0
32,private,9,married-civ-spouse,sales,wife,white,female,0,0,40,united-states,0
41,private,9,married-civ-spouse,transport-moving,husband,white,male,0,0,40,united-states,0
30,private,13,married-civ-spouse,prof-specialty,husband,other,male,0,0,40,united-states,0
54,self-emp-not-inc,13,divorced,exec-managerial,not-in-family,white,male,0,0,50,united-states,0
33,private,9,divorced,other-service,unmarried,black,male,0,0,40,united-states,0
20,unknown,9,never-married,unknown,own-child,white,male,0,0,32,united-states,0
34,private,13,never-married,exec-managerial,not-in-family,white,female,0,0,40,united-states,0
20,private,10,never-married,sales,own-child,white,male,0,0,30,unknown,0
17,unknown,9,never-married,unknown,own-child,black,male,0,0,40,united-states,0
45,private,10,divorced,adm-clerical,not-in-family,white,female,0,0,48,united-states,0
21,private,9,never-married,other-service,own-child,white,male,0,0,40,united-states,0
25,private,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,0
38,private,9,married-civ-spouse,craft-repair,husband,white,male,0,0,41,united-states,0
17,private,7,never-married,craft-repair,own-child,white,female,0,0,15,united-states,0
35,private,9,divorced,sales,not-in-family,white,female,0,0,30,united-states,0
38,private,13,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,0
48,local-gov,12,married-civ-spouse,protective-serv,husband,white,male,0,0,56,united-states,1
25,private,9,never-married,other-service,not-in-family,black,male,0,0,40,japan,0
57,private,14,never-married,exec-managerial,not-in-family,white,male,0,0,40,cuba,0
32,private,13,divorced,exec-managerial,not-in-family,white,female,0,0,50,united-states,1
39,local-gov,13,separated,prof-specialty,not-in-family,black,male,0,0,30,united-states,0
23,private,13,never-married,adm-clerical,own-child,white,female,0,0,35,united-states,0
21,private,9,never-married,handlers-cleaners,unmarried,white,male,0,0,45,united-states,0
47,private,9,divorced,adm-clerical,unmarried,white,female,0,0,48,united-states,0
25,private,4,never-married,machine-op-inspct,other-relative,white,female,0,0,40,dominican-republic,0
18,unknown,7,never-married,unknown,own-child,white,female,0,0,35,united-states,0
41,federal-gov,10,married-spouse-absent,adm-clerical,not-in-family,black,male,4650,0,40,united-states,0
19,private,9,never-married,other-service,own-child,white,female,0,0,15,united-states,0
24,private,9,never-married,craft-repair,not-in-family,white,male,0,0,42,united-states,0
57,private,13,married-civ-spouse,exec-managerial,husband,white,male,15024,0,50,united-states,1
51,unknown,16,never-married,unknown,not-in-family,white,male,0,2824,40,united-states,1
32,private,9,married-civ-spouse,transport-moving,husband,white,male,0,0,40,united-states,0
28,self-emp-not-inc,11,married-civ-spouse,craft-repair,husband,white,male,0,0,45,united-states,0
40,private,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,75,united-states,1
21,state-gov,10,never-married,prof-specialty,own-child,white,male,0,0,20,united-states,0
45,self-emp-not-inc,13,married-civ-spouse,sales,husband,white,male,0,0,40,united-states,1
17,unknown,8,never-married,unknown,own-child,white,female,0,0,25,united-states,0
55,private,6,married-civ-spouse,transport-moving,husband,white,male,0,0,50,united-states,0
42,private,10,married-civ-spouse,adm-clerical,husband,black,male,0,0,40,united-states,0
49,private,9,married-civ-spouse,adm-clerical,husband,white,male,0,0,38,united-states,0
38,private,9,married-civ-spouse,handlers-cleaners,husband,white,male,0,0,40,united-states,0
50,private,13,never-married,exec-managerial,not-in-family,white,male,0,0,40,united-states,0
47,private,9,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,48,united-states,1
43,private,13,married-civ-spouse,exec-managerial,wife,black,female,0,0,40,unknown,0
39,private,13,married-civ-spouse,sales,husband,white,male,0,0,40,canada,1
42,private,9,married-civ-spouse,transport-moving,husband,white,male,0,0,30,united-states,0
32,private,9,divorced,craft-repair,other-relative,black,female,0,0,50,united-states,0
44,federal-gov,12,divorced,exec-managerial,not-in-family,white,female,2354,0,40,united-states,0
50,self-emp-inc,15,married-civ-spouse,prof-specialty,husband,white,male,99999,0,80,united-states,1
55,private,9,divorced,adm-clerical,unmarried,amer-indian-eskimo,female,0,0,45,united-states,0
37,private,9,never-married,machine-op-inspct,own-child,white,male,0,0,40,united-states,0
59,private,9,divorced,adm-clerical,not-in-family,white,female,0,0,40,united-states,0
56,private,7,married-civ-spouse,transport-moving,husband,white,male,0,0,40,united-states,0
33,self-emp-not-inc,8,never-married,craft-repair,not-in-family,black,male,0,0,32,united-states,0
35,private,13,married-civ-spouse,tech-support,husband,white,male,0,0,40,united-states,1
44,private,9,never-married,other-service,unmarried,white,male,0,0,40,united-states,0
57,state-gov,9,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,1
31,private,10,never-married,exec-managerial,not-in-family,black,female,0,0,40,united-states,0
18,private,7,never-married,sales,not-in-family,white,female,0,0,15,united-states,0
43,private,9,married-civ-spouse,craft-repair,husband,white,male,0,0,70,united-states,0
33,private,9,married-civ-spouse,craft-repair,husband,other,male,0,0,40,united-states,0
18,private,10,never-married,adm-clerical,own-child,white,male,0,0,25,united-states,0
47,private,13,never-married,adm-clerical,own-child,white,male,0,0,40,united-states,0
53,private,9,divorced,other-service,unmarried,white,female,0,0,40,united-states,0
59,self-emp-not-inc,11,never-married,exec-managerial,not-in-family,white,male,0,0,35,united-states,1
35,private,14,married-civ-spouse,prof-specialty,husband,white,male,0,0,38,unknown,0
49,private,6,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,0
26,private,12,never-married,craft-repair,not-in-family,white,male,0,0,40,united-states,0
25,private,9,never-married,handlers-cleaners,not-in-family,white,male,0,0,60,england,0
36,state-gov,14,never-married,prof-specialty,own-child,white,female,0,0,30,united-states,0
29,private,9,never-married,exec-managerial,not-in-family,white,female,0,0,45,united-states,0
52,private,6,divorced,other-service,other-relative,white,female,0,0,25,united-states,0
50,self-emp-not-inc,13,married-civ-spouse,sales,husband,white,male,0,0,50,united-states,0
22,private,13,never-married,exec-managerial,own-child,asian-pac-islander,female,0,0,40,united-states,0
44,self-emp-not-inc,14,divorced,exec-managerial,unmarried,white,female,0,0,40,united-states,0
32,private,11,married-civ-spouse,handlers-cleaners,husband,white,male,0,0,40,united-states,1
49,private,9,divorced,adm-clerical,unmarried,white,female,0,0,38,united-states,0
31,private,2,married-civ-spouse,farming-fishing,husband,white,male,0,0,45,mexico,0
33,private,9,married-civ-spouse,other-service,husband,white,male,0,0,40,united-states,0
50,private,9,married-civ-spouse,sales,wife,white,female,0,0,15,united-states,0
62,unknown,9,married-civ-spouse,unknown,husband,white,male,0,0,40,united-states,0
26,private,10,never-married,adm-clerical,not-in-family,white,female,0,1974,40,united-states,0
46,unknown,9,divorced,unknown,not-in-family,white,female,0,0,15,united-states,0
55,private,13,married-civ-spouse,prof-specialty,husband,white,male,7298,0,40,united-states,1
49,federal-gov,9,widowed,exec-managerial,not-in-family,white,female,0,0,20,united-states,0
22,private,9,married-civ-spouse,sales,wife,white,female,0,0,40,united-states,0
43,private,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,38,united-states,1
58,private,10,married-civ-spouse,prof-specialty,husband,white,male,0,0,42,united-states,0
48,state-gov,14,married-civ-spouse,prof-specialty,husband,white,male,15024,0,40,united-states,1
21,private,7,never-married,other-service,own-child,white,male,0,0,50,united-states,0
67,local-gov,4,widowed,other-service,not-in-family,white,female,0,0,20,united-states,0
39,self-emp-not-inc,7,married-civ-spouse,transport-moving,husband,white,male,0,0,40,united-states,0
52,federal-gov,11,divorced,farming-fishing,not-in-family,white,female,0,0,40,united-states,0
25,private,13,never-married,prof-specialty,not-in-family,white,male,0,0,40,united-states,0
27,self-emp-not-inc,10,never-married,exec-managerial,not-in-family,white,male,0,0,60,united-states,1
18,private,7,never-married,sales,own-child,white,female,0,0,20,united-states,0
41,local-gov,9,married-civ-spouse,transport-moving,husband,black,male,0,0,40,united-states,1
59,private,16,never-married,prof-specialty,not-in-family,white,male,0,0,50,united-states,0
23,private,12,never-married,other-service,own-child,black,male,0,0,44,united-states,0
42,private,9,divorced,other-service,own-child,white,female,0,0,15,united-states,0
54,self-emp-not-inc,15,married-civ-spouse,prof-specialty,husband,white,male,0,0,30,united-states,1
39,private,9,never-married,craft-repair,not-in-family,white,male,0,0,60,united-states,0
57,local-gov,5,married-civ-spouse,other-service,husband,white,male,0,0,40,united-states,0
51,private,6,divorced,other-service,unmarried,white,female,0,0,25,united-states,0
31,self-emp-not-inc,4,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,0
24,private,10,married-spouse-absent,adm-clerical,own-child,black,female,0,0,45,united-states,0
35,private,10,never-married,craft-repair,own-child,white,male,0,0,40,united-states,0
26,private,13,never-married,exec-managerial,not-in-family,white,female,0,0,40,united-states,0
42,self-emp-inc,16,married-civ-spouse,prof-specialty,husband,white,male,0,0,45,united-states,1
31,private,9,married-civ-spouse,craft-repair,husband,white,male,0,0,45,united-states,0
46,private,13,married-civ-spouse,transport-moving,husband,white,male,0,0,40,united-states,1
38,state-gov,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,37,united-states,0
51,private,13,married-civ-spouse,farming-fishing,husband,white,male,0,0,40,canada,0
27,private,9,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,0
33,unknown,13,never-married,unknown,not-in-family,black,male,0,0,45,unknown,0
22,private,10,married-civ-spouse,transport-moving,husband,white,male,0,0,48,united-states,1
72,unknown,9,married-civ-spouse,unknown,husband,white,male,0,0,40,cuba,0
25,private,13,never-married,handlers-cleaners,own-child,white,male,0,0,40,united-states,0
58,self-emp-not-inc,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,70,united-states,1
23,private,10,never-married,prof-specialty,not-in-family,white,male,0,0,45,united-states,0
63,private,3,widowed,other-service,other-relative,asian-pac-islander,female,0,0,19,philippines,0
23,private,5,separated,other-service,not-in-family,white,male,0,0,40,united-states,0
51,private,14,married-civ-spouse,sales,husband,white,male,15024,0,50,united-states,1
75,private,1,never-married,priv-house-serv,not-in-family,asian-pac-islander,female,0,0,48,philippines,0
52,private,10,divorced,sales,unmarried,white,female,0,0,50,united-states,0
69,private,9,married-civ-spouse,sales,husband,white,male,0,0,10,united-states,0
52,private,16,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,unknown,1
40,federal-gov,9,never-married,adm-clerical,unmarried,black,female,0,0,40,united-states,0
34,private,16,married-civ-spouse,prof-specialty,husband,white,male,0,0,50,united-states,1
21,state-gov,10,never-married,prof-specialty,not-in-family,white,female,0,0,8,united-states,0
30,private,13,never-married,prof-specialty,other-relative,white,female,0,0,40,united-states,0
46,private,3,married-civ-spouse,transport-moving,husband,amer-indian-eskimo,male,0,1902,40,united-states,0
21,private,10,never-married,adm-clerical,own-child,white,female,0,0,16,united-states,0
44,private,9,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,0
51,state-gov,9,married-civ-spouse,adm-clerical,wife,white,female,3908,0,40,united-states,0
40,private,9,divorced,adm-clerical,not-in-family,white,female,0,0,32,united-states,0
33,state-gov,9,married-civ-spouse,protective-serv,husband,white,male,0,0,37,united-states,0
22,self-emp-not-inc,9,married-civ-spouse,craft-repair,husband,white,male,0,0,60,united-states,0
23,private,9,married-civ-spouse,exec-managerial,husband,white,male,0,0,30,united-states,0
